"user_id","num_sessions","num_trips","first_session_start","first_session_end","last_session_start","last_session_end","last_departure_time","last_check_in_time","total_flight_discount_amount","total_hotel_discount_amount"
"229108","8","1","2023-01-04 20:44:00","2023-01-04 20:45:29","2023-05-08 16:12:58","2023-05-08 18:12:58","2023-09-14 12:00:00","","0.4","0.20"
"229330","8","4","2023-01-21 15:33:00","2023-01-21 15:36:58","2023-07-17 18:34:00","2023-07-17 18:36:19","2023-07-30 07:00:00","2023-07-30 10:40:26.985","","0.1"
"232647","8","2","2023-01-24 06:28:00","2023-01-24 06:29:25","2023-06-02 16:52:00","2023-06-02 16:53:16","2023-03-03 12:00:00","2023-01-26 11:00:00","0.1",""
"249521","8","2","2023-02-06 12:58:00","2023-02-06 12:58:58","2023-07-04 19:01:00","2023-07-04 19:03:15","2023-03-15 13:00:00","2023-07-11 11:00:00","0.2","0.40"
"252835","8","5","2023-01-07 15:44:00","2023-01-07 15:46:44","2023-07-10 06:24:00","2023-07-10 06:27:15","2023-07-19 10:00:00","2023-07-19 13:29:04.92","0.3","0.05"
"258451","8","1","2023-02-03 21:16:00","2023-02-03 21:17:30","2023-06-17 15:43:04","2023-06-17 15:53:04","","2023-06-21 11:00:00","0.15",""
"264470","8","2","2023-01-04 22:50:00","2023-01-04 22:50:59","2023-06-04 17:49:00","2023-06-04 17:50:06","2023-04-04 07:00:00","2023-04-04 09:48:31.185","0.05","0.1"
"276512","8","1","2023-01-14 16:25:00","2023-01-14 16:26:22","2023-05-27 01:00:00","2023-05-27 01:02:06","2023-02-03 16:00:00","2023-02-03 20:52:26.175","0.25","0.25"
"281952","8","2","2023-01-28 19:32:00","2023-01-28 19:35:57","2023-07-08 20:53:00","2023-07-08 20:56:11","2023-07-19 07:00:00","2023-07-19 12:17:40.245","","0.15"
"283325","8","2","2023-01-28 12:04:00","2023-01-28 12:04:59","2023-06-22 21:04:00","2023-06-22 21:05:53","2023-03-05 14:00:00","2023-07-05 11:00:00","0.15","0.1"
"290123","9","7","2023-01-26 20:16:00","2023-01-26 20:18:18","2023-07-14 06:23:00","2023-07-14 06:28:25","2023-07-19 10:00:00","2023-07-19 13:46:35.715","",""
"297546","8","5","2023-01-16 07:47:00","2023-01-16 07:49:16","2023-07-07 21:49:00","2023-07-07 21:53:58","2023-07-14 15:00:00","2023-07-14 18:32:13.965","","0.05"
"298253","8","1","2023-01-05 20:25:00","2023-01-05 20:26:07","2023-06-13 21:35:00","2023-06-13 21:37:48","2023-04-05 07:00:00","","0.45","0.15"
"299476","9","1","2023-01-05 19:03:00","2023-01-05 19:04:35","2023-07-19 14:27:00","2023-07-19 14:31:21","2023-01-23 15:00:00","2023-01-23 18:23:14.64","0.40","0.25"
"306165","8","0","2023-01-19 20:40:00","2023-01-19 20:42:14","2023-07-07 11:28:00","2023-07-07 11:29:07","","","",""
"306819","8","2","2023-01-27 21:31:00","2023-01-27 21:44:26","2023-07-17 15:56:00","2023-07-17 15:56:31","2023-04-11 16:00:00","2023-04-11 18:22:09.165","0.05","0.05"
"312488","8","1","2023-01-31 12:21:00","2023-01-31 12:21:22","2023-07-09 22:17:00","2023-07-09 22:19:26","2023-07-16 07:00:00","2023-07-16 11:49:54.57","0.25","0.2"
"313724","8","5","2023-01-05 22:29:00","2023-01-05 22:34:27","2023-07-15 19:56:00","2023-07-15 19:58:03","2023-07-04 07:00:00","2023-07-04 11:34:30.405","",""
"316527","8","4","2023-01-09 22:50:00","2023-01-09 22:52:44","2023-07-01 14:37:00","2023-07-01 14:37:53","2023-04-27 07:00:00","2023-04-27 11:50:05.865","0.15","0.05"
"317688","8","4","2023-01-08 11:06:00","2023-01-08 11:06:15","2023-07-11 22:15:00","2023-07-11 22:18:43","2023-07-19 10:00:00","2023-07-19 15:12:10.485","0.4999999999999999","0.05"
"322867","8","1","2023-01-17 16:24:00","2023-01-17 16:25:02","2023-07-08 13:01:00","2023-07-08 13:01:23","2023-01-25 10:00:00","2023-01-25 13:09:08.01","0.25","0.2"
"324191","8","2","2023-01-11 10:48:00","2023-01-11 10:48:30","2023-05-26 19:18:00","2023-05-26 19:19:50","2023-03-28 09:00:00","2023-03-28 11:13:10.965","0.20","0.15"
"328590","8","3","2023-01-16 21:05:00","2023-01-16 21:06:53","2023-07-03 05:54:00","2023-07-03 05:55:02","2023-05-26 16:00:00","2023-05-26 21:38:05.955","0.1","0.30"
"330764","8","3","2023-01-07 04:10:00","2023-01-07 04:11:26","2023-06-16 08:01:00","2023-06-16 08:03:20","2023-03-27 08:00:00","2023-04-14 11:00:00","","0.05"
"330893","8","3","2023-01-16 20:00:00","2023-01-16 20:00:37","2023-06-30 22:54:00","2023-06-30 22:58:42","2023-07-05 07:00:00","2023-07-05 09:51:12.78","","0.05"
"331039","8","1","2023-01-17 12:53:00","2023-01-17 12:54:15","2023-04-23 09:07:37","2023-04-23 10:12:14.361704","2023-12-14 21:00:00","2023-12-15 03:12:23.85","0.1","0.15"
"334787","8","3","2023-01-08 15:30:00","2023-01-08 15:30:54","2023-07-07 12:24:00","2023-07-07 12:25:30","2023-03-31 08:00:00","2023-03-31 11:15:22.815","0.10",""
"337227","8","0","2023-01-25 13:23:00","2023-01-25 13:23:50","2023-04-20 20:31:00","2023-04-20 20:32:26","","","","0.05"
"338086","8","2","2023-01-14 16:52:00","2023-01-14 16:55:02","2023-06-21 11:02:00","2023-06-21 11:02:22","2023-05-12 13:00:00","2023-05-12 19:31:38.775","0.3","0.2"
"340166","8","1","2023-01-10 22:44:00","2023-01-10 22:44:54","2023-06-20 22:07:00","2023-06-20 22:08:22","","2023-03-29 11:00:00","0.1","0.1"
"343928","8","2","2023-01-18 19:05:00","2023-01-18 19:06:35","2023-07-19 21:04:00","2023-07-19 21:06:19","2024-06-20 07:00:00","2023-02-21 13:42:33.075","0.5999999999999999","0.1"
"347778","9","5","2023-01-31 19:30:00","2023-01-31 19:31:48","2023-06-23 11:43:00","2023-06-23 11:46:18","2023-06-26 11:00:00","2023-06-26 13:33:05.265","0.3",""
"348817","8","4","2023-01-10 19:26:00","2023-01-10 19:29:52","2023-06-03 14:28:00","2023-06-03 14:28:46","2023-05-26 07:00:00","2023-05-26 12:46:55.92","0.05",""
"348863","8","0","2023-01-04 08:57:00","2023-01-04 08:58:15","2023-06-19 16:57:00","2023-06-19 16:58:22","","","","0.1"
"349132","9","3","2023-01-04 19:46:00","2023-01-04 19:48:11","2023-07-08 21:16:00","2023-07-08 21:16:51","2023-03-28 11:00:00","2023-03-28 14:27:45.45","","0.1"
"350648","8","1","2023-01-16 05:48:00","2023-01-16 05:53:41","2023-07-08 11:22:00","2023-07-08 11:23:11","2023-06-18 10:00:00","2023-06-18 13:34:58.98","0.35","0.1"
"353271","8","1","2023-01-10 20:43:00","2023-01-10 20:43:55","2023-07-08 02:31:00","2023-07-08 02:32:09","2023-03-22 07:00:00","2023-03-22 10:29:44.52","0.15","0.15"
"353694","8","2","2023-01-15 06:44:00","2023-01-15 06:44:25","2023-07-05 21:18:00","2023-07-05 21:19:57","2023-07-11 08:00:00","2023-07-11 11:56:01.59","0.25",""
"354050","8","5","2023-01-27 01:35:00","2023-01-27 01:35:28","2023-07-04 15:14:00","2023-07-04 15:16:11","2023-07-13 09:00:00","2023-07-13 15:10:20.685","0.05","0.05"
"354260","8","2","2023-01-13 17:23:00","2023-01-13 17:23:53","2023-04-03 21:01:00","2023-04-03 21:05:43","2023-02-24 07:00:00","2023-01-31 12:08:55.185","0.30",""
"354311","8","2","2023-01-08 20:29:00","2023-01-08 20:29:49","2023-04-12 09:37:00","2023-04-12 09:37:39","2023-03-18 09:00:00","2023-03-18 15:16:47.415","0.1",""
"354950","8","1","2023-01-25 11:01:00","2023-01-25 11:01:38","2023-06-14 20:40:00","2023-06-14 20:40:16","2023-02-02 10:00:00","2023-02-02 15:04:43.77","","0.1"
"356046","8","2","2023-01-20 17:40:00","2023-01-20 17:40:44","2023-06-30 21:30:00","2023-06-30 21:31:07","2023-03-11 07:00:00","2023-03-11 09:31:09.21","0.15","0.05"
"357737","8","5","2023-01-10 19:15:00","2023-01-10 19:30:41","2023-06-26 21:35:00","2023-06-26 21:36:45","2023-04-24 07:00:00","2023-07-05 11:00:00","","0.25"
"359072","8","3","2023-01-07 06:10:00","2023-01-07 06:14:53","2023-04-29 19:06:00","2023-04-29 19:08:29","2023-05-07 13:00:00","2023-05-07 15:40:15.87","0.4",""
"359080","8","4","2023-01-05 18:33:00","2023-01-05 18:37:26","2023-07-03 05:18:00","2023-07-03 05:20:48","2024-04-08 22:00:00","2023-05-01 13:43:43.365","0.1","0.2"
"359653","8","2","2023-01-08 17:56:00","2023-01-08 17:59:06","2023-07-07 14:49:00","2023-07-07 14:50:54","2023-02-14 16:00:00","2023-02-14 21:29:15.72","0.25","0.15"
"361459","8","1","2023-01-09 22:41:00","2023-01-09 22:41:15","2023-05-03 11:32:00","2023-05-03 11:32:18","2023-01-22 15:00:00","2023-01-22 19:51:43.2","","0.25"
"361759","9","4","2023-01-06 17:54:00","2023-01-06 17:56:34","2023-06-06 18:17:00","2023-06-06 18:17:22","2023-04-30 07:00:00","2023-04-30 11:33:40.59","0.45","0.15"
"363535","8","3","2023-01-07 17:07:00","2023-01-07 17:09:07","2023-06-09 17:19:00","2023-06-09 17:22:05","2023-06-22 08:00:00","2023-06-22 11:38:13.695","0.55",""
"365825","8","2","2023-01-04 16:06:00","2023-01-04 16:06:14","2023-06-12 18:07:00","2023-06-12 18:09:40","2023-06-19 15:00:00","2023-06-19 17:28:30.09","0.1",""
"371201","8","1","2023-01-10 11:10:00","2023-01-10 11:11:16","2023-04-19 20:28:00","2023-04-19 20:30:03","2023-04-28 13:00:00","","0.3999999999999999","0.05"
"372970","8","2","2023-01-26 20:23:00","2023-01-26 20:23:16","2023-05-22 19:45:00","2023-05-22 19:48:15","2023-05-29 14:00:00","2023-05-29 20:41:13.425","0.25","0.3"
"373489","9","1","2023-02-08 05:51:00","2023-02-08 05:52:21","2023-06-30 11:26:00","2023-06-30 11:29:29","2024-02-09 09:00:00","2024-02-09 23:51:36.63","0.65","0.50"
"374331","8","2","2023-01-15 06:04:00","2023-01-15 06:05:41","2023-06-29 20:01:00","2023-06-29 20:02:48","2023-03-08 12:00:00","2023-01-21 11:00:00","0.45","0.2"
"374340","9","1","2023-01-11 20:22:00","2023-01-11 20:23:29","2023-06-27 21:11:00","2023-06-27 21:12:56","2024-05-29 12:00:00","","","0.05"
"374341","8","3","2023-01-10 03:10:00","2023-01-10 03:10:51","2023-05-31 07:57:00","2023-05-31 07:59:49","","2023-06-06 11:00:00","0.1",""
"375160","8","0","2023-01-11 13:27:00","2023-01-11 13:27:57","2023-06-29 19:27:00","2023-06-29 19:27:45","","","0.05","0.1"
"375729","8","3","2023-01-14 23:20:00","2023-01-14 23:20:32","2023-07-11 19:13:00","2023-07-11 19:18:02","2023-07-19 13:00:00","2023-07-19 16:31:19.47","0.35","0.15"
"375751","8","3","2023-01-05 22:15:00","2023-01-05 22:17:03","2023-06-26 14:48:00","2023-06-26 14:49:52","2023-04-27 07:00:00","2023-03-07 15:43:44.175","","0.05"
"376159","8","2","2023-01-15 12:47:00","2023-01-15 12:47:30","2023-05-10 20:51:00","2023-05-10 20:53:54","2023-04-06 07:00:00","2023-05-22 11:00:00","",""
"377069","8","1","2023-01-11 14:46:00","2023-01-11 14:48:54","2023-04-29 07:17:55","2023-04-29 09:17:55","2023-11-04 19:00:00","","","0.05"
"377411","8","2","2023-01-20 12:52:00","2023-01-20 12:52:31","2023-06-15 10:23:00","2023-06-15 10:24:23","2023-03-24 09:00:00","2023-03-24 14:12:17.865","0.35","0.15"
"378565","8","5","2023-01-06 04:20:00","2023-01-06 04:22:30","2023-06-30 12:52:00","2023-06-30 12:55:44","2023-07-03 11:00:00","2023-07-03 16:31:09.39","0.30",""
"379543","8","3","2023-01-13 20:48:00","2023-01-13 20:50:17","2023-07-06 18:14:00","2023-07-06 18:14:14","2023-06-14 13:00:00","2023-06-14 17:57:51.345","0.1","0.15"
"380434","8","3","2023-01-11 17:25:00","2023-01-11 17:25:58","2023-06-12 21:13:00","2023-06-12 21:17:16","2023-06-23 16:00:00","2023-06-23 21:04:19.605","0.25","0.05"
"380436","8","1","2023-01-09 21:40:00","2023-01-09 21:42:06","2023-05-30 11:17:00","2023-05-30 11:17:43","2023-01-28 13:00:00","2023-01-28 15:42:32.58","","0.35"
"380757","8","3","2023-01-14 09:01:00","2023-01-14 09:02:35","2023-07-05 19:14:00","2023-07-05 19:17:52","2023-07-11 11:00:00","2023-07-11 17:59:51.54","0.05","0.10"
"380874","8","3","2023-01-04 17:18:00","2023-01-04 17:20:18","2023-07-19 20:40:00","2023-07-19 20:44:31","2023-05-20 10:00:00","2023-05-20 12:18:47.745","","0.55"
"380949","8","5","2023-01-07 18:58:00","2023-01-07 19:02:39","2023-07-17 19:55:00","2023-07-17 19:57:19","2023-07-21 07:00:00","2023-07-21 09:29:56.535","","0.15"
"381259","8","1","2023-01-09 03:36:00","2023-01-09 03:36:45","2023-07-06 17:30:00","2023-07-06 17:31:00","2023-01-16 07:00:00","2023-01-16 13:34:06.6","","0.1"
"381465","8","4","2023-02-10 06:11:00","2023-02-10 06:11:53","2023-06-28 19:07:00","2023-06-28 19:13:35","2023-07-05 07:00:00","2023-07-05 11:05:07.89","0.15",""
"382181","8","3","2023-01-06 20:18:00","2023-01-06 20:20:12","2023-07-04 15:31:00","2023-07-04 15:33:08","2023-06-09 13:00:00","2023-06-09 16:11:36.375","0.35",""
"382384","8","1","2023-01-06 16:45:00","2023-01-06 16:45:31","2023-07-17 21:11:00","2023-07-17 21:13:11","2023-01-25 07:00:00","2023-01-25 10:32:13.515","",""
"382533","8","0","2023-01-09 20:17:00","2023-01-09 20:17:43","2023-06-23 17:17:00","2023-06-23 17:17:38","","","0.2","0.05"
"385689","8","4","2023-01-04 13:21:00","2023-01-04 13:21:24","2023-06-09 21:10:00","2023-06-09 21:11:34","2023-04-01 07:00:00","2023-07-04 11:00:00","0.3",""
"386255","8","1","2023-01-17 16:34:00","2023-01-17 16:34:46","2023-07-11 03:42:00","2023-07-11 03:42:31","","2023-03-25 11:00:00","0.20","0.05"
"386469","9","0","2023-01-11 13:55:00","2023-01-11 13:56:00","2023-07-10 21:10:00","2023-07-10 21:10:40","","","0.3",""
"386914","8","2","2023-01-07 04:06:00","2023-01-07 04:06:30","2023-07-24 16:14:41","2023-07-24 18:14:41","2023-12-12 18:00:00","2023-02-11 10:49:25.86","0.1","0.4"
"387282","8","1","2023-01-12 17:12:00","2023-01-12 17:12:30","2023-07-15 09:56:00","2023-07-15 09:57:47","","2023-03-29 11:00:00","0.35","0.1"
"387783","8","3","2023-01-11 13:02:00","2023-01-11 13:02:31","2023-03-24 22:01:00","2023-03-24 22:01:29","2023-01-30 07:00:00","2023-02-17 11:00:00","0.45","0.1"
"388328","9","5","2023-01-08 18:57:00","2023-01-08 18:57:23","2023-05-25 11:08:00","2023-05-25 11:10:26","2023-05-29 11:00:00","2023-05-29 17:12:25.335","0.30","0.25"
"388767","8","1","2023-01-04 21:27:00","2023-01-04 21:27:43","2023-06-10 13:50:00","2023-06-10 13:54:14","2023-01-29 07:00:00","2023-01-29 11:37:28.47","",""
"388947","9","3","2023-01-13 14:08:00","2023-01-13 14:08:15","2023-06-14 06:57:00","2023-06-14 06:57:42","2023-03-04 09:00:00","2023-03-04 11:42:32.58","0.5999999999999999","0.1"
"389434","8","5","2023-01-06 13:12:00","2023-01-06 13:29:54","2023-05-24 09:40:00","2023-05-24 09:42:06","2023-04-06 07:00:00","2023-04-06 09:42:33.345","0.35",""
"389662","8","3","2023-01-06 23:47:00","2023-01-06 23:48:46","2023-06-11 21:18:00","2023-06-11 21:23:53","2023-04-07 07:00:00","2023-04-07 11:04:16.59","0.45",""
"389759","8","3","2023-01-16 04:13:00","2023-01-16 04:14:08","2023-06-14 11:45:00","2023-06-14 11:45:22","2023-06-06 07:00:00","2023-06-06 12:03:50.535","0.5",""
"390811","8","3","2023-01-25 12:11:00","2023-01-25 12:11:45","2023-07-18 14:41:00","2023-07-18 14:43:08","2023-07-27 07:00:00","2023-07-27 10:40:44.175","0.1",""
"392453","8","1","2023-01-09 19:38:00","2023-01-09 19:38:53","2023-07-10 04:14:00","2023-07-10 04:16:27","2023-07-17 07:00:00","2023-07-17 11:59:04.695","0.15","0.2"
"395202","8","1","2023-01-11 14:54:00","2023-01-11 14:54:23","2023-07-12 21:35:00","2023-07-12 21:36:15","","2023-07-16 11:00:00","0.2",""
"395981","8","3","2023-02-05 16:05:00","2023-02-05 16:06:23","2023-06-04 16:54:00","2023-06-04 16:56:15","2023-06-16 10:00:00","2023-06-16 14:14:15.315","0.2",""
"396552","8","4","2023-01-11 12:36:00","2023-01-11 12:36:57","2023-06-04 13:47:00","2023-06-04 13:47:39","2023-04-26 09:00:00","2023-04-26 13:25:51.69","","0.1"
"399137","8","4","2023-02-14 17:53:00","2023-02-14 17:55:03","2023-05-14 17:10:00","2023-05-14 17:13:10","2023-05-20 09:00:00","2023-05-20 13:46:41.16","0.50",""
"399218","8","2","2023-01-09 09:30:00","2023-01-09 09:33:08","2023-05-19 09:04:00","2023-05-19 09:04:38","2023-04-02 12:00:00","2023-04-02 14:28:12.855","0.2",""
"399799","8","4","2023-01-28 18:08:00","2023-01-28 18:09:36","2023-07-18 20:45:00","2023-07-18 20:48:27","2023-07-24 07:00:00","2023-07-24 13:31:41.655","","0.1"
"400275","8","2","2023-01-04 06:13:00","2023-01-04 06:19:34","2023-07-17 08:11:00","2023-07-17 08:11:29","2023-04-18 12:00:00","2023-01-11 20:12:00.495","0.40",""
"400582","8","4","2023-01-09 20:43:00","2023-01-09 20:44:44","2023-05-27 21:37:00","2023-05-27 21:39:35","2023-06-03 07:00:00","2023-06-03 10:38:39.75","0.1","0.15"
"400899","8","3","2023-01-17 16:11:00","2023-01-17 16:13:51","2023-06-04 20:11:00","2023-06-04 20:20:49","2023-06-11 10:00:00","2023-06-11 17:18:11.205","",""
"401245","8","3","2023-01-04 14:10:00","2023-01-04 14:12:03","2023-07-12 20:44:00","2023-07-12 20:45:08","2023-02-21 11:00:00","2023-02-21 15:39:46.53","0.45","0.15"
"402332","8","2","2023-01-19 18:29:00","2023-01-19 18:30:56","2023-07-17 18:24:00","2023-07-17 18:31:03","2023-05-27 13:00:00","2023-05-27 15:44:14.1","0.20","0.10"
"402978","8","4","2023-01-07 09:33:00","2023-01-07 09:33:30","2023-07-10 02:32:00","2023-07-10 02:32:31","2023-06-13 09:00:00","2023-06-13 14:29:48.12","0.15",""
"403881","8","4","2023-02-10 16:39:00","2023-02-10 16:39:15","2023-06-26 15:41:00","2023-06-26 15:44:01","2023-07-07 12:00:00","2023-07-07 16:34:48.675","0.55",""
"404879","8","4","2023-01-06 12:24:00","2023-01-06 12:25:15","2023-06-23 16:54:00","2023-06-23 16:57:04","2023-07-03 16:00:00","2023-07-03 22:55:34.545","",""
"405305","9","3","2023-01-26 17:46:00","2023-01-26 17:47:59","2023-06-21 15:20:00","2023-06-21 15:21:01","2023-06-15 16:00:00","2023-06-15 21:19:37.29","0.20","0.2"
"406210","8","2","2023-03-17 18:09:00","2023-03-17 18:09:40","2023-07-19 16:39:00","2023-07-19 16:40:59","2024-05-23 18:00:00","2024-05-24 03:19:58.62","0.40",""
"407118","8","3","2023-01-10 09:26:00","2023-01-10 09:27:27","2023-06-29 15:17:14","2023-06-29 15:27:14","2024-02-23 07:00:00","2024-02-23 12:03:24.75","","0.15"
"407250","8","4","2023-01-04 01:10:00","2023-01-04 01:12:27","2023-06-10 06:49:00","2023-06-10 06:53:00","2023-06-14 07:00:00","2023-06-14 12:55:59.52","0.35",""
"407275","8","4","2023-01-08 20:06:00","2023-01-08 20:06:43","2023-06-20 18:37:00","2023-06-20 18:37:08","2023-06-04 07:00:00","2023-06-04 10:23:17.43","0.25",""
"407434","8","1","2023-01-07 18:31:00","2023-01-07 18:32:41","2023-06-12 19:33:00","2023-06-12 19:33:15","","2023-01-10 11:00:00","0.2",""
"407642","8","2","2023-01-19 07:57:00","2023-01-19 07:59:20","2023-07-01 20:36:00","2023-07-01 20:40:55","2023-07-12 15:00:00","2023-07-12 17:43:29.595","0.25",""
"408551","9","2","2023-01-05 22:36:00","2023-01-05 22:37:37","2023-07-16 20:26:00","2023-07-16 20:28:59","2023-07-21 12:00:00","2023-07-21 14:53:04.83","0.4","0.1"
"409073","8","3","2023-02-24 21:29:00","2023-02-24 21:33:52","2023-05-19 18:02:00","2023-05-19 18:11:38","2023-05-25 09:00:00","2023-05-25 16:02:27.105","",""
"411179","8","3","2023-02-24 19:49:00","2023-02-24 19:51:02","2023-05-29 11:37:00","2023-05-29 11:38:48","2023-03-23 07:00:00","2023-04-24 11:00:00","0.3",""
